SQL left outer join acsaparonce a on a.client = h.client and a.apar_id = h.apar_id and a.voucher_no = h.voucher_no and a.sequence_no = h.sequence_no,left outer join acsaparonce a on a.client = h.client and a.apar_id = h.apar_id and a.voucher_no = h.voucher_no and a.sequence_no = h.sequence_no,,,,,,,,,,,,,
SQL WHERE t.client = 'EC',WHERE t.client = 'EC',,,,,,,,,,,,,
SQL and t.dim_1 not like '28*',and t.dim_1 not like '28*',,,,,,,,,,,,,
SQL and t.dim_1 not between 504000 and 505999,and t.dim_1 not between 504000 and 505999,,,,,,,,,,,,,
SQL and s.apar_id not between 50000 and 59999,and s.apar_id not between 50000 and 59999,,,,,,,,,,,,,
SQL and s.apar_id not between 70000 and 79999,and s.apar_id not between 70000 and 79999,,,,,,,,,,,,,
SQL and t.amount not between -249.99 and 249.99,and t.amount not between -249.99 and 249.99,,,,,,,,,,,,,
"SQL and t.account not in ('6000','6390','6391','6500','6501','6502','6503','6504','6505','6507','6508','6509','9998','9999')","and t.account not in ('6000','6390','6391','6500','6501','6502','6503','6504','6505','6507','6508','6509','9998','9999')",,,,,,,,,,,,,
SQL and t.period = '<period>',and t.period = '<period>',,,,,,,,,,,,,
SQL and t.apar_id != '',and t.apar_id != '',,,,,,,,,,,,,
"SQL and t.voucher_type in ('AP','FW','PI','II','UI')","and t.voucher_type in ('AP','FW','PI','II','UI')",,,,,,,,,,,,,
query,,,,,,,,,,,,,,
columns,,Body Name,Organisation Code,Service Label,Service Code,Organisation Unit,Expenditure Category,Expenditure Code,Narrative,Date,Transaction No,Net Amount,Supplier ID,Amended Supplier Name
,,Body Name,Organisation Code,Service Label,Service Code,Organisation Unit,Expenditure Category,Expenditure Code,Narrative,Date,Transaction No,Net Amount,Supplier ID,Amended Supplier Name
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,CAPITAL DELIVERY,Services Contracts Agency Interim Consultants,2970,,31/05/2023,41068956,12500,10000287,GLEEDS MANAGEMENT SERVICES LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,STREET SERVICES,PAYMENTS TO CONTRACTORS,4000,,31/05/2023,41069347,11824,16351,M.P.M SPECIALIST SOLUTIONS LIMITED T/A MPM GRAFFITI-SOLUTIONS
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,STREET SERVICES,PAYMENTS TO CONTRACTORS,4000,,05/06/2023,41068999,13333.33,28826,GREENER EALING LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,STREET SERVICES,PAYMENTS TO CONTRACTORS,4000,,05/06/2023,41069004,14060.8,28826,GREENER EALING LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,STREET SERVICES,PAYMENTS TO CONTRACTORS,4000,,30/05/2023,41068741,4000,13593,MURRILL CONSTRUCTION LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,HEALTH AND SAFETY COSTS,2880,,31/05/2023,41069145,369,16840,INTERNATIONAL ZOO VETERINARY GROUP
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,HEALTH AND SAFETY COSTS,2880,,06/06/2023,41069323,999.8,29147,WESTCOAST WORKWEAR LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,MATERIALS,3310,,08/06/2023,41069399,339.5,15851,BRENT LODGE PARK ANIMAL CENTRE
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,MATERIALS,3310,,08/06/2023,41069399,1531.28,15851,BRENT LODGE PARK ANIMAL CENTRE
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,REPAIR AND MAINTENANCE,1410,,31/05/2023,41069492,475,20981,CLEARWAY ENVIRONMENTAL SERVICES (UK) LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,REPAIR AND MAINTENANCE,1410,,30/04/2023,41068729,380,20981,CLEARWAY ENVIRONMENTAL SERVICES (UK) LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,COMPUTER SOFTWARE - LICENSES,3210,,02/05/2023,41071157,1594,26439,NBS ENTERPRISES LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,CLOTHING AND UNIFORMS,3100,,15/05/2023,41066854,3527.5,26089,Walsall Locks Ltd
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,ADVISORY SERVICES,4060,,31/05/2023,41069159,10000,14516,AFLSP LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,MISCELLANEOUS,3720,,24/05/2023,41068176,1810.22,10727,CANAL & RIVER TRUST
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,MISCELLANEOUS,3720,,25/05/2023,41068212,1173.43,10727,CANAL & RIVER TRUST
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,MISCELLANEOUS,3720,,15/02/2023,41070226,286.65,10727,CANAL & RIVER TRUST
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,PAYMENTS TO CONTRACTORS,4000,,07/06/2023,41070660,349.71,11538,DRAYTON FENCING COMPANY
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,PAYMENTS TO CONTRACTORS,4000,,26/05/2023,41068745,370,17972,MILESTONE MEMORIALS
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,CIS REPAIRS AND MAINTENANCE,1411,,23/05/2023,41068584,500,25871,CENTURIAN SURFACING LTD - T/A CENTURIAN SERVICES
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,CIS REPAIRS AND MAINTENANCE,1411,,23/05/2023,41068584,2583.94,25871,CENTURIAN SURFACING LTD - T/A CENTURIAN SERVICES
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,CIS REPAIRS AND MAINTENANCE,1411,,22/05/2023,41067866,279.3,25871,CENTURIAN SURFACING LTD - T/A CENTURIAN SERVICES
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,SAFEGUARDING & SUPPORT - CIC,PRINTING,3850,,23/05/2023,41068119,503,27970,RED BLAZER
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,SAFEGUARDING & SUPP - BS &A&F,SPECIAL GUARDIANSHIP ALLOWANCE,4663,,30/05/2023,23323266,366,200093,REDACTED SENSITIVE SUPPLIER
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,SAFEGUARDING & SUPP - BS &A&F,SPECIAL GUARDIANSHIP ALLOWANCE,4663,,06/06/2023,23324654,366,200093,REDACTED SENSITIVE SUPPLIER
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,SAFEGUARDING & SUPP - BS &A&F,SPECIAL GUARDIANSHIP ALLOWANCE,4663,,13/06/2023,23325875,366,200093,REDACTED SENSITIVE SUPPLIER
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,SAFEGUARDING & SUPP - BS &A&F,SPECIAL GUARDIANSHIP ALLOWANCE,4663,,20/06/2023,23328031,366,200093,REDACTED SENSITIVE SUPPLIER
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,SAFEGUARDING & SUPP - BS &A&F,SPECIAL GUARDIANSHIP ALLOWANCE,4663,,27/06/2023,23333464,366,200093,REDACTED SENSITIVE SUPPLIER
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,SAFEGUARDING & SUPP - BS &A&F,ADOPTION ALLOWANCE,4387,,30/05/2023,23323159,298.39,200134,REDACTED SENSITIVE SUPPLIER
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,STREET SERVICES,PAYMENTS TO CONTRACTORS,4000,,10/06/2023,41068786,807162,28826,GREENER EALING LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,STREET SERVICES,PAYMENTS TO CONTRACTORS,4000,,10/06/2023,41068786,465725.29,28826,GREENER EALING LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,STREET SERVICES,PAYMENTS TO CONTRACTORS,4000,,28/06/2023,41071686,5010.81,28826,GREENER EALING LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,STREET SERVICES,PAYMENTS TO CONTRACTORS,4000,,09/06/2023,41071458,-1544.4,17829,SOLACE IN BUSINESS LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,CONTRACT PAYMENTS -PARKS GROUNDS MAINTENANCE,4040,,05/06/2023,41069002,6237.54,28826,GREENER EALING LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,"ARTS, HERITAGE AND LIBRARIES",PAYMENTS TO CONTRACTORS,4000,,09/05/2023,41068670,750,9900018,REDACTED SENSITIVE SUPPLIER
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,"ARTS, HERITAGE AND LIBRARIES",PAYMENTS TO CONTRACTORS,4000,,02/05/2023,41068979,700,9900018,SHIR (COMPLETE JEWISH MUSIC)
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,FURNITURE,3360,,24/05/2023,41069120,995,18054,KUDOS CONTRACT FURNITURE
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,SUBSCRIPTIONS,3600,,16/02/2023,41069165,5289,11161,CARE QUALITY COMMISSION
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,SAFEGUARDING & SUPP - BS &A&F,CRIMINAL RECORDS BUREAU CHECKS,3790,,23/05/2023,41067409,1204,9900014,BEST RATES RMOVALS LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,SAFEGUARDING & SUPP - BS &A&F,REIMBURSEMENTS RECEIVED,9420,,12/06/2023,41069576,828.8,9900014,REDACTED SENSITIVE SUPPLIER
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,SAFEGUARDING & SUPP - BS &A&F,REIMBURSEMENTS RECEIVED,9420,,12/06/2023,41070124,808.54,9900014,REDACTED SENSITIVE SUPPLIER
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,SAFEGUARDING & SUPP - BS &A&F,SUBSCRIPTIONS,3600,,01/05/2023,41069498,50400,9900014,
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,SAFEGUARDING & SUPP - BS &A&F,SUBSCRIPTIONS,3600,,24/05/2023,41069147,37940,11872,FAMILY ACTION LTD T/A PAC-UK
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,SAFEGUARDING & SUPP - BS &A&F,SUBSCRIPTIONS,3600,,03/04/2023,41066425,2059,13848,OFSTED EARLY YEARS
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,SAFEGUARDING & SUPP - BS &A&F,SUBSCRIPTIONS,3600,,08/06/2023,41071634,27300,13903,INTERCOUNTRY ADOPTION CENTRE
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,SAFEGUARDING & SUPP - BS &A&F,REIMBURSEMENTS RECEIVED,9420,,01/06/2023,41068109,300,15108,THE BROOK GREEN MEDICAL CENTRE
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,SAFEGUARDING & SUPP - BS &A&F,PAYMENTS TO CONTRACTORS,4000,,10/05/2023,41068448,476,24675,REDACTED SENSITIVE SUPPLIER
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,12/06/2023,23327630,2021.31,25292,ALLFOR CARE SERVICES LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,NURSING HOMES EXTERNAL,4230,,01/06/2023,23323969,3128,23660,HC-ONE LIMITED RE CEDAR HOUSE
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,EMI RESIDENTIAL,4227,,01/06/2023,23323969,2801.04,23660,HC-ONE LIMITED RE CEDAR HOUSE
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,EMI RESIDENTIAL,4227,,27/06/2023,23333299,5790.57,26135,BURNHAM LODGE LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,RESIDENTIAL HOMES EXTERNAL,4220,,01/06/2023,23324061,2300,26821,KARUNA CARE (TLC) LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,NURSING HOMES EXTERNAL,4230,,01/06/2023,23324061,2029.2,26821,KARUNA CARE (TLC) LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,15/06/2023,23327424,577.92,24099,AVANT HEALTHCARE SERVICES LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DAY CARE CENTRES,4250,,01/06/2023,23324012,821.16,24665,ABILITIES DEVELOPEMENT LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,NURSING HOMES EXTERNAL,4230,,01/06/2023,23324089,3080,27366,LANCAM CARE SERVICES LTD T/A ALBANY PARK NURSING HOME
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,EMI RESIDENTIAL,4227,,01/06/2023,23324106,3800,27888,CINNABAR SUPPORT & LIVING LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,26/05/2023,23333287,1039.33,27926,INFINITY CARE SERVICES LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,26/05/2023,23333287,1633.55,27926,INFINITY CARE SERVICES LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,12/06/2023,23325548,1227.24,24470,OHIO HOME CARE LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,12/06/2023,23325548,389.48,24470,OHIO HOME CARE LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,12/06/2023,23325548,288.48,24470,OHIO HOME CARE LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,12/06/2023,23325548,859.32,24470,OHIO HOME CARE LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,STREET SERVICES,PAYMENTS TO CONTRACTORS,4000,,06/06/2023,41069005,3685,28826,GREENER EALING LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,STREET SERVICES,PAYMENTS TO CONTRACTORS,4000,,31/05/2023,41070025,336.6,14514,WERNICK HIRE LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,STREET SERVICES,PAYMENTS TO CONTRACTORS,4000,,10/06/2023,41068786,425121.83,28826,GREENER EALING LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,STREET SERVICES,CONTRACT PAYMENTS -CLEAN & GREEN,4010,,31/05/2023,41070057,4116.78,16351,M.P.M SPECIALIST SOLUTIONS LIMITED T/A MPM GRAFFITI-SOLUTIONS
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,STREET SERVICES,CONTRACT PAYMENTS -CLEAN & GREEN,4010,,23/05/2023,41068117,1679.12,12525,INITIAL WASHROOM SOLUTIONS
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,ELECTRICITY,1120,,01/06/2023,41070062,6236.67,28089,SCOTTISH & SOUTHERN ELECTRICITY NETWORKS
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,PAYMENTS TO CONTRACTORS -ARBORICULTURAL WORKS,4041,,26/04/2023,41070244,950,11187,COMPLETE TREE CARE LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,PAYMENTS TO CONTRACTORS -ARBORICULTURAL WORKS,4041,,13/04/2023,41070245,1100,11187,COMPLETE TREE CARE LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,PAYMENTS TO CONTRACTORS -ARBORICULTURAL WORKS,4041,,06/04/2023,41070246,5845,11187,COMPLETE TREE CARE LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,PAYMENTS TO CONTRACTORS -ARBORICULTURAL WORKS,4041,,16/03/2023,41070247,3070,11187,COMPLETE TREE CARE LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,PAYMENTS TO CONTRACTORS -ARBORICULTURAL WORKS,4041,,26/04/2023,41070249,3385,11187,COMPLETE TREE CARE LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,PAYMENTS TO CONTRACTORS -ARBORICULTURAL WORKS,4041,,27/05/2023,41070923,21871.9,25486,BARBER ENVIRONMENTAL LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,PAYMENTS TO CONTRACTORS -ARBORICULTURAL WORKS,4041,,27/05/2023,41071034,10695.36,25486,BARBER ENVIRONMENTAL LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,MATERIALS,3310,,07/03/2023,41071409,278.11,12401,HOPE/FINDEL EDUCATION
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,SAFEGUARDING & SUPPORT - CIC,SECTION 2(16) PAYROLL TRANSACTIONS,4270,,18/04/2023,41070737,620,10000142,NETWORK VENTURES LIMITED - NETWORK RECRUITMENT SOLUTIONS LTD T/A NRS CONTACT CENTRE
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,SAFEGUARDING & SUPPORT - CIC,SECTION 2(16) PAYROLL TRANSACTIONS,4270,,18/04/2023,41070738,620,10000142,NETWORK VENTURES LIMITED - NETWORK RECRUITMENT SOLUTIONS LTD T/A NRS CONTACT CENTRE
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,SAFEGUARDING & SUPPORT - CIC,SECTION 2(16) PAYROLL TRANSACTIONS,4270,,27/01/2023,41066459,465,10000142,NETWORK VENTURES LIMITED - NETWORK RECRUITMENT SOLUTIONS LTD T/A NRS CONTACT CENTRE
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,SAFEGUARDING & SUPP - BS &A&F,PAYMENTS TO CONTRACTORS,4000,,05/06/2023,41070040,500,10000055,PSYCHOLOGICAL INSIGHTS LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,SAFEGUARDING & SUPP - BS &A&F,PAYMENTS TO CONTRACTORS,4000,,05/06/2023,41070042,250,10000055,PSYCHOLOGICAL INSIGHTS LTD
